Yritys,Yritys nimi,Tulosyksikkö,Tulosyksikkö nimi,TY hierarkia järj,TY hierarkia taso 1,TY hierarkia taso 2,TY hierarkia taso 3,TY hierarkia taso 4,TY hierarkia taso 5,TY hierarkia taso 6,TY hierarkia taso 7,Pääkirjatiliryhmä,Pääkirjatili,Pääkirjatili nimi,Kumppaniyhtiö,Kumppaniyhtiö nimi,TA 2014
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,437000,Jaksotetut henkilösivumenot,#,Kohdistamaton,"-700,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451100,ICT-palvelut,1110,Kons.hall. ja päätöksenteko,"-630 300,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451100,ICT-palvelut,#,Kohdistamaton,"-7 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",1510,Taloushall. palvelukeskus,"-49 400,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",1520,Hallintopalvelukeskus,"-347 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",1660,Tampereen Logistiikka liikelai,"-2 600,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",#,Kohdistamaton,"-10 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-2 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,1110,Kons.hall. ja päätöksenteko,"-53 500,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-26 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451500,Vakuutukset,#,Kohdistamaton,"-5 900,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1610,Tampereen Tilakeskus liikelait,"-32 800,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",1610,Tampereen Tilakeskus liikelait,"-3 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,1660,Tampereen Logistiikka liikelai,"-5 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452100,Sosiaali- ja terveyspalvelut,1840,Tullinkulman Työterveys liikel,"-44 600,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-3 900,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-2 400,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,1660,Tampereen Logistiikka liikelai,"-7 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,#,Kohdistamaton,"-1 900,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",461200,Kirjallisuuden ostot,#,Kohdistamaton,"-2 500,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-3 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-2 500,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-21 100,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-360 700,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-5 000,00"
1110,Päät.teko ja konserniohj.,111220,Yhteiset,55,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut toimintakulut,498000,Muut menot,#,Kohdistamaton,"-1 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-294 500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,417000,Jaksotetut palkat ja palkkiot,#,Kohdistamaton,"-2 400,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-48 400,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Eläkekulut,427000,Jaksotetut eläkemenot,#,Kohdistamaton,"-500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-5 600,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-9 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-1 100,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-200,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,437000,Jaksotetut henkilösivumenot,#,Kohdistamaton,"-100,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451100,ICT-palvelut,#,Kohdistamaton,"-15 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",#,Kohdistamaton,"-25 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-10 400,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-2 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1610,Tampereen Tilakeskus liikelait,"-2 600,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,#,Kohdistamaton,"-8 500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-5 500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-6 500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-25 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-1 400,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-45 300,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-3 500,00"
1110,Päät.teko ja konserniohj.,111250,Kuntademokratia,56,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut toimintakulut,498000,Muut menot,#,Kohdistamaton,"-10 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-624 300,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,417000,Jaksotetut palkat ja palkkiot,#,Kohdistamaton,"-5 600,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-103 600,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Eläkekulut,427000,Jaksotetut eläkemenot,#,Kohdistamaton,"-1 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-13 400,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-19 100,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-2 500,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-300,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-900,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut henkilösivukulut,437000,Jaksotetut henkilösivumenot,#,Kohdistamaton,"-400,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451100,ICT-palvelut,#,Kohdistamaton,"-10 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",1220,Avopalvelut,"-10 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",#,Kohdistamaton,"-48 900,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451300,Painatukset ja ilmoitukset,#,Kohdistamaton,"-70 300,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451400,Posti- ja telepalvelut,#,Kohdistamaton,"-52 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451500,Vakuutukset,1190,Rahastot,"-100,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1610,Tampereen Tilakeskus liikelait,"-7 900,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,451900,Majoitus- ja ravitsemispalvelut,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-11 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452300,Opetus- ja kulttuuripalvelut,#,Kohdistamaton,"-11 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-3 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",461100,Toimisto- ja koulutarvikkeiden ostot,1660,Tampereen Logistiikka liikelai,"-1 900,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",461200,Kirjallisuuden ostot,#,Kohdistamaton,"-3 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-5 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-4 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-122 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,#,Kohdistamaton,"-3 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-4 000,00"
1110,Päät.teko ja konserniohj.,111291,Viestintä,57,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Muut toimintakulut,498000,Muut menot,#,Kohdistamaton,"-4 800,00"
1110,Päät.teko ja konserniohj.,111302,Hypan tuotannon ohj.,58,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-243 400,00"
1110,Päät.teko ja konserniohj.,111302,Hypan tuotannon ohj.,58,Tampereen kaupunki,Päätöksenteko ja konserniohjaus,Konsernihallinto,Konsernihallinnon yksiköt,Hallinto- ja hyvinvointipalveluryhmä,#,#,Palkat ja palkkiot,417000,Jaksotetut palkat ja palkkiot,#,Kohdistamaton,"-1 600,00"
